,0
881,http://www.fightmetric.com/fight-details/33b9285aec39e37f
882,http://www.fightmetric.com/fight-details/77a8a6e2c3a09d19
883,http://www.fightmetric.com/fight-details/5ed402ad08d9d4f9
884,http://www.fightmetric.com/fight-details/7072a324a82c4297
885,http://www.fightmetric.com/fight-details/823e9449bd47e408
886,http://www.fightmetric.com/fight-details/58450502a93454c8
887,http://www.fightmetric.com/fight-details/ebc7ec239faf7b0b
888,http://www.fightmetric.com/fight-details/80c4f70b7f7a1945
889,http://www.fightmetric.com/fight-details/93c4b798134c71d4
890,http://www.fightmetric.com/fight-details/318460613b6018e9
891,http://www.fightmetric.com/fight-details/1d34e2f80cb91188
892,http://www.fightmetric.com/fight-details/110d18c0953bde1d
893,http://www.fightmetric.com/fight-details/b51d691b9f5603a8
894,http://www.fightmetric.com/fight-details/8af511cc6e6a9678
895,http://www.fightmetric.com/fight-details/50bdcb20286690ff
896,http://www.fightmetric.com/fight-details/87c73e2086214b5c
897,http://www.fightmetric.com/fight-details/ec271393bc31ab72
898,http://www.fightmetric.com/fight-details/8d1732e9ea4698b0
899,http://www.fightmetric.com/fight-details/aacf867c219eaa2b
900,http://www.fightmetric.com/fight-details/cab5020e3d9fc5cd
901,http://www.fightmetric.com/fight-details/3ef7cdb0d2933d84
902,http://www.fightmetric.com/fight-details/91d0f0452fba3066
903,http://www.fightmetric.com/fight-details/ae6a3acd1b61cae7
904,http://www.fightmetric.com/fight-details/838b9f9caf7c94b0
905,http://www.fightmetric.com/fight-details/9045c3212cb41236
906,http://www.fightmetric.com/fight-details/4fb2c181e8fd5910
907,http://www.fightmetric.com/fight-details/977e56ada4acc596
908,http://www.fightmetric.com/fight-details/9cd343b9d5d87528
909,http://www.fightmetric.com/fight-details/400aa8a24e1d8997
910,http://www.fightmetric.com/fight-details/2d1c4027b8e50a0d
911,http://www.fightmetric.com/fight-details/587a4253aab0fd7f
912,http://www.fightmetric.com/fight-details/4bc7e28787a40158
913,http://www.fightmetric.com/fight-details/984a9f833d56b9b5
914,http://www.fightmetric.com/fight-details/5b816892ccac8109
915,http://www.fightmetric.com/fight-details/4040fa6b8cb71ae1
916,http://www.fightmetric.com/fight-details/3261bd16c10e3014
917,http://www.fightmetric.com/fight-details/5c3542260741c6bc
918,http://www.fightmetric.com/fight-details/b5e49b35bc25c5a9
919,http://www.fightmetric.com/fight-details/b28809d58f8c18fd
920,http://www.fightmetric.com/fight-details/fa347a9ac9d0558c
921,http://www.fightmetric.com/fight-details/fecf9c7a4e965690
922,http://www.fightmetric.com/fight-details/61d89fc97e7b145c
923,http://www.fightmetric.com/fight-details/0d63a7d3e08df3db
924,http://www.fightmetric.com/fight-details/fd230ba169b3f2b6
925,http://www.fightmetric.com/fight-details/9274af24eb96e4b1
926,http://www.fightmetric.com/fight-details/9a18479792f990f7
927,http://www.fightmetric.com/fight-details/b2717e8f7e7a196f
928,http://www.fightmetric.com/fight-details/d4415f08ba3e017e
929,http://www.fightmetric.com/fight-details/1a21263dc5d866b6
930,http://www.fightmetric.com/fight-details/d97970009fbfca30
931,http://www.fightmetric.com/fight-details/6486579eee778b4d
932,http://www.fightmetric.com/fight-details/588a39cab19065bc
933,http://www.fightmetric.com/fight-details/5cf03fdfe557803f
934,http://www.fightmetric.com/fight-details/7ac1c2f87b795742
935,http://www.fightmetric.com/fight-details/22f52e3b614e0d8a
936,http://www.fightmetric.com/fight-details/c92166289e9b0b10
937,http://www.fightmetric.com/fight-details/5e2f2f5d9a756de9
938,http://www.fightmetric.com/fight-details/5e1370a92ce8abb0
939,http://www.fightmetric.com/fight-details/98035e427b476717
940,http://www.fightmetric.com/fight-details/3a25be6438e3f94a
941,http://www.fightmetric.com/fight-details/079308cc2efa2e5d
942,http://www.fightmetric.com/fight-details/553a788a44b8e794
943,http://www.fightmetric.com/fight-details/e6663b2c16df6191
944,http://www.fightmetric.com/fight-details/bbcb7b5ca439bebb
945,http://www.fightmetric.com/fight-details/a6797238f9f98644
946,http://www.fightmetric.com/fight-details/40cc0ccf580a4836
947,http://www.fightmetric.com/fight-details/9890835f4c1c6b75
948,http://www.fightmetric.com/fight-details/058d32372a2271fd
949,http://www.fightmetric.com/fight-details/0fd5485e64712df9
950,http://www.fightmetric.com/fight-details/04193f1fff93ddb1
951,http://www.fightmetric.com/fight-details/c0d6f26e4922a2e5
952,http://www.fightmetric.com/fight-details/ca9d8b701e9abc23
953,http://www.fightmetric.com/fight-details/43cc040a91145fa7
954,http://www.fightmetric.com/fight-details/41bd31453f0a9e0a
955,http://www.fightmetric.com/fight-details/f5eb5439a5b9cc56
956,http://www.fightmetric.com/fight-details/c4e0e44eed35f3c9
957,http://www.fightmetric.com/fight-details/756fd0250d001671
958,http://www.fightmetric.com/fight-details/4b641e3706fd8031
959,http://www.fightmetric.com/fight-details/a128fd96b3df2a40
960,http://www.fightmetric.com/fight-details/af1ee2e3c22760b6
961,http://www.fightmetric.com/fight-details/d45f9dfdb75a640f
962,http://www.fightmetric.com/fight-details/5d19fa2df1cb61a2
963,http://www.fightmetric.com/fight-details/802c0e4e228996ac
964,http://www.fightmetric.com/fight-details/db4c169722cf1e33
965,http://www.fightmetric.com/fight-details/6ca94b35719eb300
966,http://www.fightmetric.com/fight-details/1ed964912388daa2
967,http://www.fightmetric.com/fight-details/0a444f30cae13d8f
968,http://www.fightmetric.com/fight-details/4f6f7f1ad8954bb6
969,http://www.fightmetric.com/fight-details/f5eae75fc240aaa6
970,http://www.fightmetric.com/fight-details/0452dd001f4adb6e
971,http://www.fightmetric.com/fight-details/4087bb7b3b1b9e24
972,http://www.fightmetric.com/fight-details/97cf399124c8a50a
973,http://www.fightmetric.com/fight-details/75314fc5819d2970
974,http://www.fightmetric.com/fight-details/8451014d76529392
975,http://www.fightmetric.com/fight-details/4e5b3310dd3d1f1d
976,http://www.fightmetric.com/fight-details/b1b2003e6095e6ae
977,http://www.fightmetric.com/fight-details/a0008f010451655b
978,http://www.fightmetric.com/fight-details/1fce6c1d5800bd74
979,http://www.fightmetric.com/fight-details/c4785ee94698e532
980,http://www.fightmetric.com/fight-details/6597b770486021b8
981,http://www.fightmetric.com/fight-details/de1124dba8c1a1b0
982,http://www.fightmetric.com/fight-details/558b54d28a662cca
983,http://www.fightmetric.com/fight-details/b90a5b9061ec54a5
984,http://www.fightmetric.com/fight-details/36830f6eb3c847f5
985,http://www.fightmetric.com/fight-details/c8f946610906bffe
986,http://www.fightmetric.com/fight-details/15aced6a6a61df90
987,http://www.fightmetric.com/fight-details/875304f54becda0e
988,http://www.fightmetric.com/fight-details/c9ebbba18e4e1e84
989,http://www.fightmetric.com/fight-details/93d033a4d45e8ec7
990,http://www.fightmetric.com/fight-details/3bfb931e73e53f68
991,http://www.fightmetric.com/fight-details/0ae1159c09bcff93
992,http://www.fightmetric.com/fight-details/37ae54e5a84fd646
993,http://www.fightmetric.com/fight-details/fe60fd0ee67902dc
994,http://www.fightmetric.com/fight-details/49693a06fc1d8906
995,http://www.fightmetric.com/fight-details/41726ad856e7becb
996,http://www.fightmetric.com/fight-details/cdff9c4ec4951ba1
997,http://www.fightmetric.com/fight-details/770312f3ca8506b6
998,http://www.fightmetric.com/fight-details/a6245f48fc60bc6a
999,http://www.fightmetric.com/fight-details/786296db3c4749f1
1000,http://www.fightmetric.com/fight-details/27901ef9e82d5690
1001,http://www.fightmetric.com/fight-details/8028d5de087755dc
1002,http://www.fightmetric.com/fight-details/8c220d4c96895a98
1003,http://www.fightmetric.com/fight-details/0344687c9852b1d2
1004,http://www.fightmetric.com/fight-details/3bd5dbc1598c409d
1005,http://www.fightmetric.com/fight-details/4d3cbc7608c8958e
1006,http://www.fightmetric.com/fight-details/7228398a1ab12183
1007,http://www.fightmetric.com/fight-details/1258b6f1cb5eed64
1008,http://www.fightmetric.com/fight-details/639013929b61e834
1009,http://www.fightmetric.com/fight-details/ce30634422a264f9
1010,http://www.fightmetric.com/fight-details/149a0b38fa02e647
1011,http://www.fightmetric.com/fight-details/80769cf090fa34dd
1012,http://www.fightmetric.com/fight-details/0c58b5f37bfeb65a
1013,http://www.fightmetric.com/fight-details/0387bc11a0a0c325
1014,http://www.fightmetric.com/fight-details/6e85d8d17c3eed58
1015,http://www.fightmetric.com/fight-details/110a49a43aafe044
1016,http://www.fightmetric.com/fight-details/0328754c15ecd37c
1017,http://www.fightmetric.com/fight-details/3badedeb2c5533f4
1018,http://www.fightmetric.com/fight-details/3286db65cf6fa265
1019,http://www.fightmetric.com/fight-details/256e88c788c5f08f
1020,http://www.fightmetric.com/fight-details/dc6a8ec4d6c477de
1021,http://www.fightmetric.com/fight-details/6aa862d0ed2ed411
1022,http://www.fightmetric.com/fight-details/cea0eefa35965d54
1023,http://www.fightmetric.com/fight-details/d0b24570ede9ca31
1024,http://www.fightmetric.com/fight-details/fda850240fb80339
1025,http://www.fightmetric.com/fight-details/6449a1a9a69a830c
1026,http://www.fightmetric.com/fight-details/e9ce3a28eeb83905
1027,http://www.fightmetric.com/fight-details/4d549f33c0711a7a
1028,http://www.fightmetric.com/fight-details/76f349796a3862cc
1029,http://www.fightmetric.com/fight-details/4f42acd810ed5173
1030,http://www.fightmetric.com/fight-details/47fc0736929125bd
1031,http://www.fightmetric.com/fight-details/7020840980f723b9
1032,http://www.fightmetric.com/fight-details/3f5f6c576046bf77
1033,http://www.fightmetric.com/fight-details/c4da9ec26a924a7d
1034,http://www.fightmetric.com/fight-details/bdb62b661d033fe2
1035,http://www.fightmetric.com/fight-details/194f8d501f318ada
1036,http://www.fightmetric.com/fight-details/bcf49463525efbee
1037,http://www.fightmetric.com/fight-details/af29e748ce8242d4
1038,http://www.fightmetric.com/fight-details/88eb01209d15b87c
1039,http://www.fightmetric.com/fight-details/95a0d706e1f4cfa2
1040,http://www.fightmetric.com/fight-details/cad44cd2466fb68f
1041,http://www.fightmetric.com/fight-details/1b23096378482313
1042,http://www.fightmetric.com/fight-details/32ad75f6c8ca7e9f
1043,http://www.fightmetric.com/fight-details/d361b51952944a26
1044,http://www.fightmetric.com/fight-details/eaa63c8fb9379426
1045,http://www.fightmetric.com/fight-details/812ff38f0ed409ca
1046,http://www.fightmetric.com/fight-details/0e9091311ca565ce
1047,http://www.fightmetric.com/fight-details/2e47823d38a5649b
1048,http://www.fightmetric.com/fight-details/ccbbf1ccd4513551
1049,http://www.fightmetric.com/fight-details/3d741cee0dffe165
1050,http://www.fightmetric.com/fight-details/a57b9c636ac198be
1051,http://www.fightmetric.com/fight-details/3a5b53d1123d9f7e
1052,http://www.fightmetric.com/fight-details/c97d0a476c2e7cb5
1053,http://www.fightmetric.com/fight-details/81c5c897717a1ef6
1054,http://www.fightmetric.com/fight-details/f182b13c6e07dfb1
1055,http://www.fightmetric.com/fight-details/0f461c4ddf70eff9
1056,http://www.fightmetric.com/fight-details/f89589236dc3cbd7
1057,http://www.fightmetric.com/fight-details/241a722f3b042c59
1058,http://www.fightmetric.com/fight-details/b12d96ba9426b8d4
1059,http://www.fightmetric.com/fight-details/6d1093a1c31dab94
1060,http://www.fightmetric.com/fight-details/1776c84e3d22d7cc
1061,http://www.fightmetric.com/fight-details/761681c1ab0fdead
1062,http://www.fightmetric.com/fight-details/8153c30fad5b2ad8
1063,http://www.fightmetric.com/fight-details/0b217fc503bd0585
1064,http://www.fightmetric.com/fight-details/59d456f0da1159cf
1065,http://www.fightmetric.com/fight-details/05b7bfd4fe75af69
1066,http://www.fightmetric.com/fight-details/da666b02372a465b
1067,http://www.fightmetric.com/fight-details/b48a211abe177846
1068,http://www.fightmetric.com/fight-details/b0eddfc9a3b688df
1069,http://www.fightmetric.com/fight-details/b5c58b000a67a28e
1070,http://www.fightmetric.com/fight-details/538062500df8f6d3
1071,http://www.fightmetric.com/fight-details/db845f2e28c22b4c
1072,http://www.fightmetric.com/fight-details/880f2bb0a639a5a0
1073,http://www.fightmetric.com/fight-details/5f19b0135414b454
1074,http://www.fightmetric.com/fight-details/01619207a811ef01
1075,http://www.fightmetric.com/fight-details/6a315ef5bf22af29
1076,http://www.fightmetric.com/fight-details/e7ad1c3a763c7cae
1077,http://www.fightmetric.com/fight-details/0549b655619774c5
1078,http://www.fightmetric.com/fight-details/26779cfb01372664
1079,http://www.fightmetric.com/fight-details/b2bb725b17ab51b8
1080,http://www.fightmetric.com/fight-details/699a70c8fb3c0273
1081,http://www.fightmetric.com/fight-details/91f7986d6fee7d57
1082,http://www.fightmetric.com/fight-details/a6edcccdfccb9132
1083,http://www.fightmetric.com/fight-details/4975abfbc792d511
1084,http://www.fightmetric.com/fight-details/cc20ca955a263a58
1085,http://www.fightmetric.com/fight-details/34cd2d9b5eddf14f
1086,http://www.fightmetric.com/fight-details/867904bc58d656df
1087,http://www.fightmetric.com/fight-details/a570acbbcbbd151d
1088,http://www.fightmetric.com/fight-details/08c5dcd426dea606
1089,http://www.fightmetric.com/fight-details/f27bf6f21410547f
1090,http://www.fightmetric.com/fight-details/62f487635d7a9bb0
1091,http://www.fightmetric.com/fight-details/a4c7c6c92123bf1e
1092,http://www.fightmetric.com/fight-details/e4b5f0358ce7bad4
1093,http://www.fightmetric.com/fight-details/00b7497b02b3b2bb
1094,http://www.fightmetric.com/fight-details/cdf048ec9b917cfa
1095,http://www.fightmetric.com/fight-details/8410fb6d495a2cc2
1096,http://www.fightmetric.com/fight-details/284e05afc9479620
1097,http://www.fightmetric.com/fight-details/47bdfab3cdcdddfd
1098,http://www.fightmetric.com/fight-details/b186f4778257ca6d
1099,http://www.fightmetric.com/fight-details/0a5a021cb11299bf
1100,http://www.fightmetric.com/fight-details/eaf8782e4e03139b
1101,http://www.fightmetric.com/fight-details/5700cce4f56a4de6
1102,http://www.fightmetric.com/fight-details/12e12307414dafc6
1103,http://www.fightmetric.com/fight-details/7fd0f7b3866b2c75
1104,http://www.fightmetric.com/fight-details/cd67f6ddb2920193
1105,http://www.fightmetric.com/fight-details/8c2fb17981464d8c
1106,http://www.fightmetric.com/fight-details/cf4c2b601c2228aa
1107,http://www.fightmetric.com/fight-details/74256b4e8d0b1de6
1108,http://www.fightmetric.com/fight-details/4efbd869aa0211d2
1109,http://www.fightmetric.com/fight-details/9b79c05aa978c066
1110,http://www.fightmetric.com/fight-details/ea9059fd076a2f1e
1111,http://www.fightmetric.com/fight-details/d7f151f529543431
1112,http://www.fightmetric.com/fight-details/ff18cead7817b21e
1113,http://www.fightmetric.com/fight-details/730c5d9e74ff82f5
1114,http://www.fightmetric.com/fight-details/ac5d55db5a748ff2
1115,http://www.fightmetric.com/fight-details/3f6c0a76407e1863
1116,http://www.fightmetric.com/fight-details/1f561a3e35a9b48a
1117,http://www.fightmetric.com/fight-details/a7aac5f6b470ddaa
1118,http://www.fightmetric.com/fight-details/a65cf6951e097273
1119,http://www.fightmetric.com/fight-details/70995170c27c4143
1120,http://www.fightmetric.com/fight-details/eb8e4c57d131fb46
1121,http://www.fightmetric.com/fight-details/94a3e3df3d28d8f0
1122,http://www.fightmetric.com/fight-details/3b8e793ed8151a51
1123,http://www.fightmetric.com/fight-details/7f0e469103ab46b6
1124,http://www.fightmetric.com/fight-details/8191b8edfde3b9c3
1125,http://www.fightmetric.com/fight-details/df3b75809b7fe252
1126,http://www.fightmetric.com/fight-details/c1b59b145d064048
1127,http://www.fightmetric.com/fight-details/2748001ead121b8a
1128,http://www.fightmetric.com/fight-details/e0e22d7bc5a293e8
1129,http://www.fightmetric.com/fight-details/6c5f7f98ec0b6f17
1130,http://www.fightmetric.com/fight-details/ea66be2688f542be
1131,http://www.fightmetric.com/fight-details/bcf842992f9accdc
1132,http://www.fightmetric.com/fight-details/5afd44d1e567d2e8
1133,http://www.fightmetric.com/fight-details/5f1a828f8d4c3b01
1134,http://www.fightmetric.com/fight-details/e1100fc357e61fba
1135,http://www.fightmetric.com/fight-details/5164f1c4103616fd
1136,http://www.fightmetric.com/fight-details/0ad57af26ddc7930
1137,http://www.fightmetric.com/fight-details/ced241b99eab5f22
1138,http://www.fightmetric.com/fight-details/8172d8d996335d0a
1139,http://www.fightmetric.com/fight-details/0f73ee9121ec7539
1140,http://www.fightmetric.com/fight-details/f8ad660497e49187
1141,http://www.fightmetric.com/fight-details/97febb293c99e5a8
1142,http://www.fightmetric.com/fight-details/776a8a645868f616
1143,http://www.fightmetric.com/fight-details/852442b380088fa5
1144,http://www.fightmetric.com/fight-details/9b10db4499b211b7
1145,http://www.fightmetric.com/fight-details/fffa21388cdd78b7
1146,http://www.fightmetric.com/fight-details/8c124a6196e39ad8
1147,http://www.fightmetric.com/fight-details/526790a5b3c4b5a2
1148,http://www.fightmetric.com/fight-details/b6620177ac975ff2
1149,http://www.fightmetric.com/fight-details/eac1c31f1b3d11f3
1150,http://www.fightmetric.com/fight-details/8af87933e6409e24
1151,http://www.fightmetric.com/fight-details/3d1a835c15fd8cb2
1152,http://www.fightmetric.com/fight-details/71bcafd04decc8ce
1153,http://www.fightmetric.com/fight-details/0072df705378477c
1154,http://www.fightmetric.com/fight-details/39b79764bbac93cb
1155,http://www.fightmetric.com/fight-details/0568994b8323d640
1156,http://www.fightmetric.com/fight-details/dbe6c361530958bc
1157,http://www.fightmetric.com/fight-details/d9a8d19107d2bd9e
1158,http://www.fightmetric.com/fight-details/5b8d693bd1780102
1159,http://www.fightmetric.com/fight-details/7e7fba47f511f8ad
1160,http://www.fightmetric.com/fight-details/6c15d41df17349c9
1161,http://www.fightmetric.com/fight-details/db936df21e61209e
1162,http://www.fightmetric.com/fight-details/18af785da73b5996
1163,http://www.fightmetric.com/fight-details/2963e9a4b8c10bc9
1164,http://www.fightmetric.com/fight-details/a5200c9bac3c420b
1165,http://www.fightmetric.com/fight-details/ab7390e549e28893
1166,http://www.fightmetric.com/fight-details/f5156ca4dcd2a0e3
1167,http://www.fightmetric.com/fight-details/d1c8b11817e72328
1168,http://www.fightmetric.com/fight-details/2e0bd2897ce8d70e
1169,http://www.fightmetric.com/fight-details/65ac65daa51720e2
1170,http://www.fightmetric.com/fight-details/1de579eecc094c8b
1171,http://www.fightmetric.com/fight-details/526ab0f38313c630
1172,http://www.fightmetric.com/fight-details/50ffbc85d3c50604
1173,http://www.fightmetric.com/fight-details/a2be3b3f9739d0af
1174,http://www.fightmetric.com/fight-details/536c26ef4da9ace7
1175,http://www.fightmetric.com/fight-details/0ea087a71863184d
1176,http://www.fightmetric.com/fight-details/f885b95dbb354e3d
1177,http://www.fightmetric.com/fight-details/afb9d3476c5caafa
1178,http://www.fightmetric.com/fight-details/f4e5f49ca3831e64
1179,http://www.fightmetric.com/fight-details/340a08b1f3d1dd36
1180,http://www.fightmetric.com/fight-details/c151729e47d9122b
1181,http://www.fightmetric.com/fight-details/e22b2f50d7eeed3a
1182,http://www.fightmetric.com/fight-details/d39ce3ecd3fbdadf
1183,http://www.fightmetric.com/fight-details/bd5afec6940c5d32
1184,http://www.fightmetric.com/fight-details/994739f676c2105f
1185,http://www.fightmetric.com/fight-details/4705a4db0bf1edcd
1186,http://www.fightmetric.com/fight-details/a81f3f2bbb1ba560
1187,http://www.fightmetric.com/fight-details/d042d18ad568190a
1188,http://www.fightmetric.com/fight-details/74d4e37b97866514
1189,http://www.fightmetric.com/fight-details/ab847a4cf397d7d5
1190,http://www.fightmetric.com/fight-details/311156891c7bdf60
1191,http://www.fightmetric.com/fight-details/e2535e0753954514
1192,http://www.fightmetric.com/fight-details/1a3572d1502efdf4
1193,http://www.fightmetric.com/fight-details/f3fb4be38377e1e9
1194,http://www.fightmetric.com/fight-details/b36362f5db72abee
1195,http://www.fightmetric.com/fight-details/971ed760d0425fab
1196,http://www.fightmetric.com/fight-details/ad61d042c43451a8
1197,http://www.fightmetric.com/fight-details/cf13dd810b2bd061
1198,http://www.fightmetric.com/fight-details/7ad6511fb5fb28a4
1199,http://www.fightmetric.com/fight-details/d93c8c77e1091a16
1200,http://www.fightmetric.com/fight-details/b80e6a799c95d499
1201,http://www.fightmetric.com/fight-details/e65a23b80c869456
1202,http://www.fightmetric.com/fight-details/bb4b3fc223c227b8
1203,http://www.fightmetric.com/fight-details/99bfad1679112591
1204,http://www.fightmetric.com/fight-details/c571ac76ca45c1cb
1205,http://www.fightmetric.com/fight-details/0f826e7bbb73b53f
1206,http://www.fightmetric.com/fight-details/0cffb35593609793
1207,http://www.fightmetric.com/fight-details/7f4fb0609c41af8b
1208,http://www.fightmetric.com/fight-details/484c198cec02c283
1209,http://www.fightmetric.com/fight-details/d029b7ec2d68d218
1210,http://www.fightmetric.com/fight-details/2f449bd58b3d9a99
1211,http://www.fightmetric.com/fight-details/e92abaf81ad5949b
1212,http://www.fightmetric.com/fight-details/7e7d7a488ea21f63
1213,http://www.fightmetric.com/fight-details/1260d0031a5e469d
1214,http://www.fightmetric.com/fight-details/73fd4982ef7aae44
1215,http://www.fightmetric.com/fight-details/a0d1be5413e301dd
1216,http://www.fightmetric.com/fight-details/f06030bf27ebe337
1217,http://www.fightmetric.com/fight-details/b4524a197c3be378
1218,http://www.fightmetric.com/fight-details/82f4ef3cfd4a388a
1219,http://www.fightmetric.com/fight-details/28edfe6106699457
1220,http://www.fightmetric.com/fight-details/2d57dbca9277fa8b
1221,http://www.fightmetric.com/fight-details/32602ced539d8bd5
1222,http://www.fightmetric.com/fight-details/68c111ed0f0f2f17
1223,http://www.fightmetric.com/fight-details/4618dcef2dc6250f
1224,http://www.fightmetric.com/fight-details/6b30fe49b6df63de
1225,http://www.fightmetric.com/fight-details/56ad1de1924984ad
1226,http://www.fightmetric.com/fight-details/7ca10988d77d0b4f
1227,http://www.fightmetric.com/fight-details/6f5362d15b1bdd99
1228,http://www.fightmetric.com/fight-details/d9f0851db39067ec
1229,http://www.fightmetric.com/fight-details/6d62ab414d5488d8
1230,http://www.fightmetric.com/fight-details/0a2e535569dfdd6b
1231,http://www.fightmetric.com/fight-details/a3731e863522a698
1232,http://www.fightmetric.com/fight-details/e5475f2cf5b74531
1233,http://www.fightmetric.com/fight-details/0addd9418fbac80b
1234,http://www.fightmetric.com/fight-details/c4fa93a4f37a6ca7
1235,http://www.fightmetric.com/fight-details/b4bf090eb5c57903
1236,http://www.fightmetric.com/fight-details/f6ea148cfeb1aaf7
1237,http://www.fightmetric.com/fight-details/bb6eacc986791dcd
1238,http://www.fightmetric.com/fight-details/42a353676554ecf2
1239,http://www.fightmetric.com/fight-details/ba2f30fb7143a6b1
1240,http://www.fightmetric.com/fight-details/bc6378fadcb73273
1241,http://www.fightmetric.com/fight-details/8ddecf3f95697ed1
1242,http://www.fightmetric.com/fight-details/b0d7a9e825735eaf
1243,http://www.fightmetric.com/fight-details/d229a1ad1f8d7c88
1244,http://www.fightmetric.com/fight-details/dd3d1522b0ec7361
1245,http://www.fightmetric.com/fight-details/b6de61e312dbb1db
1246,http://www.fightmetric.com/fight-details/6190569c372725bf
1247,http://www.fightmetric.com/fight-details/b4ec3e067604f90a
1248,http://www.fightmetric.com/fight-details/62aab95c866a9c5b
1249,http://www.fightmetric.com/fight-details/24438a644b975751
1250,http://www.fightmetric.com/fight-details/362a5b3cd4a70330
1251,http://www.fightmetric.com/fight-details/1fa6d636d283ac84
1252,http://www.fightmetric.com/fight-details/2f2ac4c08e763d38
1253,http://www.fightmetric.com/fight-details/458e6de1b9ef3500
1254,http://www.fightmetric.com/fight-details/71499934c065fecb
1255,http://www.fightmetric.com/fight-details/1c5bed46920ab3e1
1256,http://www.fightmetric.com/fight-details/4785bf265d05d85f
1257,http://www.fightmetric.com/fight-details/1e603e6aa6d1a750
1258,http://www.fightmetric.com/fight-details/5e4f358e0bcc2f15
1259,http://www.fightmetric.com/fight-details/a2c0f4142ba4ba75
1260,http://www.fightmetric.com/fight-details/f3ebaf9af44c1e6d
1261,http://www.fightmetric.com/fight-details/eaa0355223b770dc
1262,http://www.fightmetric.com/fight-details/b187bdcc2ceba00f
1263,http://www.fightmetric.com/fight-details/f2e14ec18f3b6672
1264,http://www.fightmetric.com/fight-details/674f3fa16e717ff1
1265,http://www.fightmetric.com/fight-details/43a941e005a2d463
1266,http://www.fightmetric.com/fight-details/3bde8910fabf0dd3
1267,http://www.fightmetric.com/fight-details/8b1dc96a00a8e881
1268,http://www.fightmetric.com/fight-details/3e020d62796a7ce3
1269,http://www.fightmetric.com/fight-details/0d043ecaf5bbc3ae
1270,http://www.fightmetric.com/fight-details/2ad291d61792fd7d
1271,http://www.fightmetric.com/fight-details/0c5640433ba44a1b
1272,http://www.fightmetric.com/fight-details/92975422fd77707c
1273,http://www.fightmetric.com/fight-details/80e40378655aa61b
1274,http://www.fightmetric.com/fight-details/d89bb22e64e005af
1275,http://www.fightmetric.com/fight-details/8762b96aaefb03af
1276,http://www.fightmetric.com/fight-details/d0d97f7c471c87ce
1277,http://www.fightmetric.com/fight-details/4bce0ce561a65288
1278,http://www.fightmetric.com/fight-details/16f25f0808db6f77
1279,http://www.fightmetric.com/fight-details/207f105716df54f9
1280,http://www.fightmetric.com/fight-details/e4fcad8261083dbf
1281,http://www.fightmetric.com/fight-details/6f3e189c393c0e09
1282,http://www.fightmetric.com/fight-details/87790788d1bb3b75
1283,http://www.fightmetric.com/fight-details/77b6fd5d0b8c60b4
1284,http://www.fightmetric.com/fight-details/be7b9301e7c689c1
1285,http://www.fightmetric.com/fight-details/f914dd2414f9a0ae
1286,http://www.fightmetric.com/fight-details/0212461ac95ae690
1287,http://www.fightmetric.com/fight-details/2592954ad51764b0
1288,http://www.fightmetric.com/fight-details/8afb878a0900372e
1289,http://www.fightmetric.com/fight-details/7e62dd5fe9f24595
1290,http://www.fightmetric.com/fight-details/520de85f6d492264
1291,http://www.fightmetric.com/fight-details/26025a42e011229f
1292,http://www.fightmetric.com/fight-details/9f6f356a56e4fe6f
1293,http://www.fightmetric.com/fight-details/d359fe8a99250f64
1294,http://www.fightmetric.com/fight-details/d23b05f33b741c47
1295,http://www.fightmetric.com/fight-details/9cbdbbc414d6dd83
1296,http://www.fightmetric.com/fight-details/22e7485bceb841af
1297,http://www.fightmetric.com/fight-details/c3d336f9aabc9fb6
1298,http://www.fightmetric.com/fight-details/9cba1f0cdf10a8e5
1299,http://www.fightmetric.com/fight-details/24393bea0c4cf49a
1300,http://www.fightmetric.com/fight-details/147e0b1c64cb7ef0
1301,http://www.fightmetric.com/fight-details/4d8c89f5dde017da
1302,http://www.fightmetric.com/fight-details/1f6cab1528ce6308
1303,http://www.fightmetric.com/fight-details/e6fdf9e67f84a0e0
1304,http://www.fightmetric.com/fight-details/19348172178f42ed
1305,http://www.fightmetric.com/fight-details/29df50b2ea446361
1306,http://www.fightmetric.com/fight-details/8c8c2499d89da07c
1307,http://www.fightmetric.com/fight-details/a788042d4d0c50d4
1308,http://www.fightmetric.com/fight-details/69ec8f4e5de13486
1309,http://www.fightmetric.com/fight-details/e4daaccd58d6c80b
1310,http://www.fightmetric.com/fight-details/1601aad5b26dc804
1311,http://www.fightmetric.com/fight-details/529b8ef33e81f219
1312,http://www.fightmetric.com/fight-details/97876bc571bd2b19
1313,http://www.fightmetric.com/fight-details/95f0f46de0602a57
1314,http://www.fightmetric.com/fight-details/e88c59ad88e9dc27
1315,http://www.fightmetric.com/fight-details/0b5c7c95b0316276
1316,http://www.fightmetric.com/fight-details/2341651d1043e2c0
1317,http://www.fightmetric.com/fight-details/b4daedb1e0c4ee02
1318,http://www.fightmetric.com/fight-details/dca2a0eb4cd3deac
1319,http://www.fightmetric.com/fight-details/fd2c018aade60a14
1320,http://www.fightmetric.com/fight-details/56c7c59c9bb3b610
1321,http://www.fightmetric.com/fight-details/3a8cc4cda195d758
1322,http://www.fightmetric.com/fight-details/1299f04f429bcc0e
1323,http://www.fightmetric.com/fight-details/c3dc4fef380f7cdb
1324,http://www.fightmetric.com/fight-details/64756e0f4b305da8
